r,p,y
-41.1,-14.8,-106.2
-25.2,-20.7,-97.5
-29.2,-15.0,-105.3
-38.7,-9.0,-114.6
-43.2,-7.3,-117.9
-43.0,-7.5,-117.5
-42.9,-7.6,-117.3
-42.5,-8.0,-116.4
-33.3,-16.8,-102.1
-24.8,-19.9,-97.9
-30.5,-13.9,-107.0
-41.9,-7.9,-117.0
-42.9,-7.2,-117.5
-42.8,-7.1,-117.6
-42.4,-7.7,-116.7
-45.6,-12.0,-110.8
-27.6,-20.6,-97.6
-28.2,-15.7,-103.1
-39.6,-8.3,-114.6
-42.7,-7.2,-116.9
-42.6,-7.2,-116.8
-42.4,-7.5,-116.5
-42.3,-7.9,-115.7
-29.9,-17.8,-99.2
-24.6,-19.6,-98.2
-31.8,-12.3,-109.2
-41.8,-7.3,-116.7
-42.4,-7.0,-117.0
-42.4,-6.9,-117.0
-42.1,-7.3,-116.4
-43.6,-9.4,-113.4
-29.1,-18.2,-98.6
-25.1,-18.4,-99.1
-32.2,-11.6,-109.6
-42.4,-7.0,-116.7
-42.4,-6.9,-116.7
-42.4,-6.8,-116.8
-41.9,-7.6,-115.6
-40.4,-14.4,-105.3
-25.7,-20.6,-96.9
-27.1,-16.1,-101.7
-36.6,-8.9,-112.7
-42.2,-6.9,-116.5
-42.1,-6.9,-116.3
-42.0,-6.9,-116.3
-41.7,-7.5,-115.3
-35.9,-15.5,-102.6
-23.6,-20.4,-96.7
-29.4,-13.5,-106.4
-40.8,-7.8,-115.4
-41.9,-7.3,-115.4
-42.0,-7.1,-115.6
-41.8,-7.3,-115.3
-42.3,-7.9,-114.6
-27.8,-19.2,-97.3
-25.6,-17.2,-99.8
-32.4,-10.4,-110.1
-41.9,-6.9,-115.8
-42.0,-7.0,-115.6
-42.0,-6.9,-115.7
-41.6,-7.5,-114.8
-42.2,-13.7,-106.1
-24.0,-20.6,-96.1
-28.5,-14.4,-104.0
-39.1,-8.2,-113.4
-41.8,-7.3,-115.4
-41.8,-7.2,-115.4
-41.7,-7.3,-115.3
-41.4,-7.6,-114.5
-29.8,-17.3,-98.8
-24.2,-19.3,-97.3
-30.9,-11.9,-108.3
-41.3,-7.2,-115.2
-41.7,-7.1,-115.2
-41.8,-6.7,-115.7
-41.5,-7.3,-114.8
-44.3,-11.9,-108.8
-27.4,-19.6,-96.6
-25.0,-17.4,-99.3
-33.8,-9.5,-110.7
-41.6,-6.9,-115.3
-41.5,-6.9,-115.0
-41.6,-6.7,-115.2
-41.2,-7.2,-114.3
-41.1,-13.7,-105.3
-24.7,-20.5,-95.6
-26.4,-15.8,-100.9
-36.3,-8.6,-111.7
-41.5,-6.7,-115.1
-41.5,-6.7,-115.0
-41.3,-7.0,-114.6
-41.4,-7.6,-113.8
-28.3,-18.0,-97.0
-23.5,-19.0,-96.8
-29.7,-12.4,-106.6
-41.1,-6.8,-114.6
-41.9,-6.5,-114.7
-41.8,-6.5,-114.5
-41.5,-6.9,-114.0
-42.1,-7.6,-113.0
-28.1,-18.4,-96.3
-24.5,-17.8,-97.7
-32.2,-10.0,-109.0
-41.8,-6.5,-114.8
-41.7,-6.7,-114.3
-41.6,-6.7,-114.2
-41.3,-7.1,-113.5
-36.0,-15.2,-100.9
-22.7,-19.9,-95.0
-28.4,-13.8,-102.8
-39.8,-7.4,-112.9
-41.8,-6.5,-114.3
-41.8,-6.3,-114.3
-41.6,-6.7,-113.8
-43.2,-9.0,-110.5
-27.9,-18.9,-95.4
-24.6,-17.8,-96.8
-31.4,-11.1,-107.0
-41.7,-6.3,-114.0
-41.8,-6.5,-113.8
-41.8,-6.3,-114.0
-41.5,-6.8,-113.3
-44.2,-11.8,-106.8
-27.7,-19.1,-95.0
-25.4,-16.5,-97.9
-34.4,-8.9,-109.2
-41.7,-6.4,-113.8
-41.6,-6.5,-113.5
-41.5,-6.5,-113.5
-41.2,-7.1,-112.5
-35.1,-15.2,-99.7
-23.0,-19.3,-94.7
-29.9,-12.0,-105.0
-41.2,-6.5,-113.1
-41.7,-6.4,-113.0
-41.7,-6.2,-113.1
-41.3,-6.7,-112.4
-42.0,-12.8,-104.1
-23.5,-19.9,-93.8
-27.8,-13.7,-101.2
-37.9,-7.4,-110.5
-41.6,-6.2,-113.0
-41.5,-6.1,-113.0
-41.4,-6.3,-112.7
-42.2,-7.9,-110.5
-27.4,-18.2,-94.6
-23.8,-17.9,-95.6
-31.1,-10.1,-106.7
-41.4,-6.0,-113.2
-41.4,-6.0,-113.1
-41.3,-6.0,-113.0
-41.0,-6.4,-112.3
-39.9,-13.3,-102.3
-24.7,-19.8,-93.7
-25.2,-15.8,-97.7
-34.9,-8.0,-109.0
-41.2,-5.8,-112.9
-41.2,-5.7,-112.7
-41.1,-5.7,-112.7
-40.7,-6.3,-111.7
-35.9,-14.4,-99.7
-22.1,-19.5,-93.5
-28.0,-12.9,-102.4
-40.0,-6.7,-112.0
-41.3,-6.0,-112.3
-41.4,-5.8,-112.3
-41.2,-6.2,-111.9
-42.5,-7.9,-109.4
-28.5,-16.9,-94.9
-23.0,-18.4,-94.1
-30.6,-10.5,-105.4
-41.6,-5.9,-112.1
-41.6,-5.9,-111.9
-41.7,-5.6,-112.3
-41.2,-6.3,-111.1
-39.7,-13.1,-101.3
-23.2,-19.5,-92.6
-27.5,-13.5,-99.7
-37.2,-7.3,-109.0
-41.4,-6.0,-111.5
-41.4,-5.9,-111.6
-41.4,-5.7,-111.8
-41.0,-6.2,-110.8
-28.3,-16.6,-94.4
-24.2,-16.7,-95.4
-32.3,-8.7,-106.8
-41.3,-5.6,-111.8
-41.3,-5.6,-111.7
-41.3,-5.5,-111.8
-41.0,-6.0,-111.0
-39.9,-12.7,-101.5
-24.9,-19.2,-92.8
-24.9,-15.4,-96.8
-37.2,-6.9,-109.1
-41.5,-5.5,-111.5
-41.4,-5.3,-111.5
-41.3,-5.5,-111.3
-41.1,-5.8,-110.7
-29.8,-15.4,-95.7
-23.0,-17.5,-94.2
-30.2,-10.6,-104.3
-40.3,-5.8,-111.4
-41.0,-5.5,-111.4
-41.1,-5.2,-111.7
-40.6,-5.8,-110.9
-43.6,-9.1,-106.6
-25.9,-18.7,-92.9
-23.9,-16.4,-95.1
-32.2,-8.4,-106.3
-40.8,-5.6,-111.2
-40.8,-5.5,-111.1
-40.9,-5.4,-111.2
-40.5,-6.0,-110.3
-33.0,-14.7,-97.1
-22.0,-19.1,-92.0
-28.5,-11.8,-101.7
-39.4,-6.3,-110.1
-40.8,-5.4,-110.9
-40.8,-5.3,-110.8
-40.5,-5.8,-110.3
-43.1,-10.7,-104.1
-26.2,-18.7,-92.3
-24.0,-15.8,-95.4
-31.6,-8.9,-105.4
-40.4,-5.5,-110.8
-40.4,-5.4,-110.8
-40.5,-5.2,-111.0
-40.0,-6.0,-109.9
-36.3,-13.7,-98.8
-21.4,-19.3,-91.7
-26.7,-12.8,-99.5
-40.0,-5.4,-110.5
-40.5,-5.3,-110.6
-40.6,-5.1,-110.7
-40.3,-5.6,-110.0
-41.2,-11.9,-101.8
-22.1,-19.3,-91.4
-25.4,-14.1,-97.2
-34.1,-7.5,-106.6
-40.8,-5.2,-110.5
-40.6,-5.4,-110.1
-40.6,-5.4,-110.0
-40.3,-5.7,-109.2
-34.8,-14.1,-96.8
-21.5,-18.9,-91.2
-28.0,-11.9,-100.3
-39.5,-6.0,-109.3
-40.7,-5.4,-109.8
-40.7,-5.2,-109.8
-40.3,-5.8,-109.0
-43.5,-9.5,-104.4
-24.3,-19.2,-90.8
-26.4,-13.2,-97.6
-38.4,-6.2,-107.8
-40.8,-5.0,-110.0
-40.7,-5.0,-109.8
-40.5,-5.3,-109.3
-40.3,-5.7,-108.5
-26.8,-17.2,-91.7
-23.2,-16.6,-93.1
-30.3,-9.6,-103.0
-40.5,-5.3,-109.3
-40.6,-5.5,-109.0
-40.7,-5.1,-109.3
-40.4,-5.7,-108.5
-42.6,-10.7,-102.2
-24.3,-19.0,-90.4
-24.3,-15.2,-94.3
-31.8,-8.2,-104.1
-40.4,-5.3,-109.0
-40.2,-5.4,-108.5
-40.2,-5.3,-108.6
-40.0,-5.5,-108.1
-36.0,-13.5,-96.5
-21.6,-18.8,-90.1
-26.5,-12.9,-97.0
-36.2,-6.5,-106.1
-40.3,-5.0,-109.0
-40.2,-4.9,-109.0
-40.1,-5.1,-108.7
-39.7,-5.6,-107.6
-26.9,-16.2,-91.9
-22.7,-17.4,-91.7
-29.4,-10.4,-101.4
-40.0,-5.0,-108.7
-40.1,-5.2,-108.5
-40.2,-4.9,-108.6
-39.8,-5.5,-107.9
-41.8,-10.9,-101.2
-25.7,-18.0,-90.5
-23.3,-14.3,-93.7
-33.5,-6.2,-104.7
-40.2,-4.0,-108.5
-40.1,-4.0,-108.3
-40.0,-4.1,-108.1
-39.7,-4.5,-107.4
-29.2,-14.2,-93.2
-20.8,-17.4,-90.5
-28.9,-8.7,-101.7
-39.6,-4.2,-108.1
-40.1,-4.2,-108.0
-40.1,-4.1,-107.9
-39.7,-4.6,-107.2
-40.2,-11.0,-99.0
-22.5,-18.4,-89.1
-24.4,-13.7,-94.0
-35.0,-6.1,-104.7
-40.3,-4.3,-107.9
-40.3,-4.2,-107.8
-40.1,-4.4,-107.6
-39.8,-4.7,-106.9
-29.8,-14.3,-92.9
-21.3,-17.1,-90.2
-28.5,-10.1,-99.5
-39.6,-4.6,-107.3
-40.0,-4.5,-107.2
-40.1,-4.2,-107.4
-39.7,-4.8,-106.6
-37.3,-11.9,-96.8
-21.2,-18.4,-88.8
-26.1,-12.0,-95.9
-38.0,-5.2,-105.9
-39.9,-4.5,-107.0
-39.8,-4.4,-107.0
-40.0,-4.1,-107.3
-39.5,-4.6,-106.3
-30.1,-14.1,-92.8
-20.4,-17.8,-89.2
-28.0,-10.2,-99.0
-38.8,-4.9,-106.8
-39.8,-4.4,-107.0
-39.8,-4.2,-107.1
-39.5,-4.7,-106.4
-41.0,-10.4,-99.1
-22.7,-18.6,-88.5
-24.5,-13.4,-93.6
-35.9,-5.6,-104.4
-39.9,-4.3,-106.8
-39.9,-4.3,-106.7
-39.8,-4.2,-106.6
-39.5,-4.7,-105.8
-28.4,-14.6,-91.4
-20.7,-17.5,-89.0
-27.4,-10.5,-98.2
-38.3,-5.0,-106.3
-39.6,-4.3,-106.7
-39.6,-4.1,-106.7
-39.4,-4.4,-106.3
-39.3,-4.9,-105.6
-25.8,-15.9,-89.6
-21.5,-16.4,-89.9
-28.7,-9.2,-99.7
-39.5,-4.3,-106.4
-39.4,-4.2,-106.3
-39.4,-4.1,-106.3
-39.1,-4.7,-105.3
-28.8,-14.4,-91.2
-20.6,-17.5,-88.6
-28.4,-9.8,-98.6
-39.3,-4.3,-106.1
-39.6,-4.2,-106.1
-39.7,-4.0,-106.2
-39.4,-4.4,-105.6
-41.7,-9.6,-99.3
-23.5,-18.5,-87.7
-25.8,-12.0,-94.7
-36.4,-5.4,-103.8
-39.8,-4.0,-106.2
-39.8,-3.9,-106.1
-39.7,-4.1,-105.8
-39.3,-4.5,-104.9
-27.2,-14.7,-89.9
-20.0,-17.7,-87.9
-26.9,-10.7,-96.4
-38.8,-4.5,-105.5
-39.8,-3.9,-105.9
-39.7,-3.8,-105.9
-39.4,-4.3,-105.2
-42.1,-9.0,-99.5
-24.0,-18.2,-87.4
-23.3,-14.1,-91.5
-34.0,-6.0,-102.3
-39.8,-3.9,-106.0
-39.7,-4.0,-105.7
-39.6,-4.0,-105.6
-39.2,-4.6,-104.5
-30.4,-14.0,-91.3
-20.1,-17.9,-87.4
-27.0,-10.9,-95.8
-39.0,-4.7,-105.2
-39.9,-4.1,-105.5
-40.0,-3.7,-105.7
-39.6,-4.2,-105.1
-42.4,-8.1,-100.2
-24.7,-17.0,-87.3
-22.5,-15.1,-89.7
-31.4,-7.0,-100.4
-39.8,-3.8,-105.6
-39.8,-3.8,-105.4
-39.6,-3.9,-105.0
-39.2,-4.4,-104.1
-28.1,-14.4,-89.7
-20.1,-17.8,-87.0
-27.6,-10.2,-96.6
-39.0,-4.2,-105.0
-39.7,-3.9,-105.1
-39.7,-3.7,-105.2
-39.2,-4.5,-104.1
-40.8,-10.0,-97.4
-22.8,-18.3,-86.6
-22.7,-14.3,-90.2
-35.0,-5.4,-102.0
-39.5,-3.7,-105.0
-39.5,-3.6,-105.0
-39.3,-3.9,-104.6
-38.9,-4.3,-103.7
-31.1,-13.6,-91.2
-19.3,-18.0,-86.6
-26.6,-10.5,-95.6
-38.7,-4.2,-104.6
-39.6,-3.6,-105.2
-39.6,-3.5,-105.1
-39.2,-4.1,-104.1
-39.3,-11.1,-95.6
-23.3,-18.3,-86.2
-23.4,-13.8,-90.6
-34.2,-5.8,-101.2
-39.4,-3.8,-104.7
-39.4,-3.7,-104.7
-39.4,-3.7,-104.6
-38.9,-4.5,-103.5
-31.7,-13.4,-90.8
-19.5,-18.0,-85.9
-25.5,-11.4,-93.3
-37.1,-4.8,-102.6
-39.6,-3.6,-104.5
-39.6,-3.4,-104.6
-39.2,-4.0,-103.6
-40.9,-6.4,-100.6
-24.1,-17.1,-86.2
-23.1,-13.7,-90.0
-33.7,-5.7,-100.7
-39.3,-3.4,-104.5
-39.3,-3.4,-104.3
-39.1,-3.6,-104.0
-38.6,-4.2,-102.9
-26.7,-14.4,-88.1
-19.5,-17.6,-85.9
-26.2,-10.6,-94.1
-37.3,-4.6,-102.8
-38.8,-3.7,-103.8
-39.0,-3.3,-104.1
-38.7,-3.8,-103.4
-41.5,-8.3,-98.1
-23.9,-17.0,-85.9
-21.6,-14.8,-88.2
-30.7,-6.6,-98.9
-39.0,-3.5,-103.7
-38.9,-3.5,-103.5
-39.0,-3.3,-103.7
-38.4,-4.2,-102.4
-38.6,-10.9,-94.4
-21.4,-18.3,-84.9
-23.8,-12.6,-90.6
-36.1,-4.8,-101.1
-39.0,-3.7,-103.4
-39.0,-3.6,-103.3
-38.8,-3.8,-103.0
-39.7,-5.7,-100.5
-24.2,-16.6,-85.6
-22.1,-14.1,-88.5
-32.1,-5.9,-99.2
-38.8,-3.3,-103.4
-38.8,-3.3,-103.2
-38.7,-3.3,-103.1
-38.2,-4.0,-102.1
-33.5,-12.3,-90.9
-19.1,-17.7,-84.7
-24.6,-11.5,-91.9
-37.1,-4.2,-102.3
-38.4,-3.5,-102.7
-38.5,-3.1,-102.9
-38.3,-3.4,-102.6
-40.6,-6.6,-98.7
-23.4,-17.1,-85.0
-21.1,-15.0,-86.9
-28.3,-7.2,-96.4
-38.2,-3.0,-102.5
-38.6,-2.7,-102.8
-38.5,-2.8,-102.5
-37.9,-3.7,-101.3
-33.6,-11.9,-90.3
-19.1,-17.3,-83.9
-23.7,-11.5,-90.2
-36.4,-3.9,-100.3
-38.6,-2.8,-102.2
-38.6,-2.7,-102.1
-38.4,-3.1,-101.6
-40.1,-5.8,-98.2
-23.4,-16.7,-84.3
-20.6,-14.9,-86.0
-29.2,-6.5,-96.6
-38.6,-2.6,-102.4
-38.6,-2.6,-102.3
-38.5,-2.5,-102.2
-38.1,-3.1,-101.4
-34.0,-11.5,-90.4
-19.1,-17.4,-83.5
-24.6,-10.7,-90.9
-37.5,-3.5,-101.4
-38.5,-2.7,-102.0
-38.4,-2.6,-101.9
-38.1,-3.1,-101.1
-40.8,-7.6,-95.9
-23.7,-16.2,-84.0
-20.4,-15.0,-85.3
-29.1,-6.6,-96.0
-38.4,-2.7,-101.6
-38.5,-2.5,-101.6
-38.5,-2.3,-101.8
-37.9,-3.3,-100.5
-32.3,-12.0,-88.8
-19.2,-17.5,-83.1
-23.2,-11.7,-88.8
-36.3,-3.8,-100.1
-38.2,-2.7,-101.4
-38.3,-2.4,-101.6
-38.2,-2.6,-101.2
-37.7,-3.4,-99.8
-24.1,-14.8,-84.4
-19.4,-15.4,-84.8
-28.5,-6.8,-95.3
-38.4,-2.4,-101.4
-38.4,-2.3,-101.4
-38.4,-2.3,-101.2
-37.9,-3.0,-100.2
-38.6,-9.4,-92.6
-21.9,-17.1,-83.1
-21.7,-12.8,-86.7
-32.0,-4.6,-97.3
-38.5,-2.2,-101.2
-38.5,-2.2,-101.1
-38.3,-2.3,-100.7
-37.8,-2.9,-99.6
-26.2,-13.4,-85.6
-18.8,-16.2,-83.6
-27.3,-8.0,-93.5
-38.3,-2.4,-101.1
-38.4,-2.3,-101.1
-38.4,-2.2,-101.1
-37.8,-2.9,-100.0
-36.4,-10.4,-90.6
-21.2,-17.3,-82.5
-23.2,-11.2,-88.5
-33.2,-4.3,-97.4
-38.0,-2.6,-100.4
-38.2,-2.1,-100.7
-37.9,-2.6,-100.1
-38.1,-3.6,-98.8
-24.4,-14.1,-84.3
-19.3,-15.6,-83.7
-26.5,-8.2,-92.8
-37.5,-2.6,-99.9
-37.8,-2.5,-100.0
-37.9,-2.3,-100.1
-37.4,-2.9,-99.2
-33.9,-11.0,-89.1
-18.2,-17.0,-82.2
-24.9,-9.5,-90.5
-36.8,-3.2,-99.7
-37.8,-2.5,-99.9
-37.9,-2.3,-99.9
-37.7,-2.6,-99.5
-37.7,-3.2,-98.6
-21.7,-16.8,-82.2
-21.2,-12.8,-85.7
-29.7,-5.3,-95.1
-37.9,-2.2,-99.7
-37.8,-2.2,-99.5
-37.9,-2.1,-99.5
-37.4,-2.7,-98.5
-34.6,-10.6,-88.9
-19.0,-17.0,-81.4
-22.3,-11.3,-87.0
-35.9,-3.2,-97.9
-37.9,-2.1,-99.3
-38.0,-1.9,-99.4
-37.7,-2.3,-98.8
-39.2,-8.2,-92.1
-22.1,-16.3,-81.6
-19.8,-13.9,-83.6
-28.6,-5.5,-94.1
-37.7,-2.1,-99.1
-37.7,-2.1,-98.9
-37.7,-2.0,-98.9
-37.3,-2.5,-98.2
-35.5,-10.1,-88.9
-18.8,-16.9,-80.9
-24.2,-9.6,-88.8
-37.0,-2.5,-98.5
-37.7,-2.0,-98.6
-37.9,-1.5,-99.0
-37.5,-2.2,-98.2
-37.3,-9.3,-89.9
-21.1,-16.8,-81.0
-21.4,-12.1,-85.2
-32.3,-3.9,-95.4
-37.7,-1.9,-98.7
-37.6,-2.1,-98.4
-37.5,-2.1,-98.2
-37.1,-2.5,-97.4
-24.3,-13.3,-82.9
-18.4,-15.6,-81.7
-27.1,-6.2,-92.6
-37.5,-1.9,-98.3
-37.6,-1.9,-98.2
-37.7,-1.5,-98.5
-37.3,-2.2,-97.6
-34.6,-10.0,-88.1
-18.2,-16.8,-80.4
-22.8,-10.2,-87.1
-35.1,-2.9,-96.6
-37.3,-2.2,-97.8
-37.5,-1.6,-98.2
-37.4,-1.8,-97.9
-37.1,-2.4,-97.0
-25.0,-13.2,-83.1
-18.0,-15.8,-81.2
-25.3,-8.3,-90.1
-36.2,-2.8,-97.6
-37.3,-2.1,-97.9
-37.4,-1.7,-98.1
-37.2,-2.0,-97.7
-37.1,-2.6,-96.8
-24.3,-13.3,-82.4
-17.8,-15.5,-81.3
-25.9,-7.0,-91.4
-37.1,-1.8,-97.9
-37.1,-2.1,-97.6
-37.2,-1.9,-97.6
-36.8,-2.4,-96.9
-37.0,-9.0,-89.2
-19.0,-17.0,-80.0
-21.5,-11.2,-85.3
-35.2,-2.9,-96.2
-37.4,-1.8,-97.8
-37.3,-1.9,-97.5
-37.2,-1.9,-97.3
-36.9,-2.5,-96.4
-22.1,-15.2,-80.5
-18.9,-14.2,-81.9
-28.3,-5.1,-92.9
-37.2,-1.6,-97.8
-37.2,-1.6,-97.6
-37.3,-1.5,-97.6
-36.9,-2.0,-96.9
-37.9,-8.3,-89.8
-19.3,-16.6,-79.8
-21.3,-11.1,-84.8
-32.7,-3.2,-94.7
-37.2,-1.4,-97.5
-37.0,-1.6,-97.2
-37.0,-1.5,-97.1
-36.6,-1.9,-96.4
-25.3,-12.6,-82.7
-17.2,-15.6,-80.6
-24.2,-8.2,-89.1
-35.6,-2.4,-96.9
-36.8,-1.7,-97.2
-36.8,-1.6,-97.1
-36.7,-1.7,-97.0
-37.4,-3.3,-94.8
-22.3,-14.0,-80.9
-17.2,-15.4,-80.6
-25.6,-6.5,-90.9
-36.7,-1.6,-96.9
-36.8,-1.8,-96.5
-37.0,-1.4,-96.8
-36.7,-1.9,-96.1
-33.8,-9.8,-86.8
-17.7,-16.7,-79.2
-21.1,-11.0,-84.6
-32.8,-3.1,-94.3
-36.9,-1.5,-96.8
-36.9,-1.4,-96.7
-36.7,-1.7,-96.3
-39.2,-5.4,-92.2
-20.9,-16.0,-79.6
-19.2,-13.0,-82.4
-29.7,-4.1,-92.9
-36.6,-1.7,-96.6
-36.5,-1.8,-96.2
-36.7,-1.5,-96.5
-36.3,-2.1,-95.7
-28.7,-11.6,-84.0
-16.6,-16.3,-79.2
-24.6,-7.7,-88.9
-35.8,-2.0,-96.1
-36.5,-1.6,-96.0
-36.5,-1.4,-96.0
-36.4,-1.6,-95.7
-38.0,-4.0,-92.9
-20.8,-15.6,-79.2
-20.0,-11.9,-82.8
-30.7,-3.6,-92.8
-36.7,-1.5,-96.0
-36.6,-1.4,-95.9
-36.7,-1.3,-95.9
-36.2,-1.8,-95.1
-26.2,-12.2,-82.3
-16.4,-16.4,-78.5
-23.2,-8.7,-87.1
-35.6,-2.2,-95.5
-36.8,-1.4,-95.7
-36.8,-1.3,-95.7
-36.5,-1.7,-95.1
-38.9,-6.2,-90.2
-20.9,-15.3,-78.8
-18.1,-13.9,-80.2
-28.5,-4.2,-91.3
-36.9,-1.0,-95.9
-36.8,-1.0,-95.8
-36.8,-1.0,-95.6
-36.3,-1.5,-94.6
-30.0,-10.8,-83.3
-16.5,-16.1,-78.1
-23.1,-8.6,-86.2
-35.5,-2.0,-95.1
-36.6,-1.3,-95.4
-36.7,-0.9,-95.7
-36.4,-1.4,-95.0
-37.3,-3.2,-92.8
-21.1,-15.0,-78.5
-17.5,-14.3,-79.5
-26.0,-5.5,-89.7
-36.4,-1.2,-95.2
-36.6,-1.0,-95.2
-36.7,-0.8,-95.3
-36.3,-1.4,-94.6
-36.9,-8.0,-87.4
-19.8,-16.2,-77.8
-19.8,-11.6,-81.5
-30.4,-3.2,-91.7
-36.7,-0.9,-95.2
-36.6,-0.8,-95.1
-36.5,-0.9,-94.9
-36.0,-1.5,-93.9
-26.5,-11.8,-81.4
-16.4,-15.7,-77.9
-23.9,-7.7,-86.8
-35.3,-1.9,-94.3
-36.5,-1.1,-94.8
-36.5,-1.0,-94.7
-36.3,-1.2,-94.3
-37.2,-2.9,-92.2
-19.3,-15.9,-77.6
-18.4,-13.1,-79.7
-27.5,-4.1,-90.0
-36.4,-0.9,-94.5
-36.3,-0.9,-94.3
-36.4,-0.8,-94.4
-36.0,-1.2,-93.5
-29.8,-10.4,-82.8
-17.2,-16.1,-77.7
-23.5,-8.6,-85.7
-35.7,-2.0,-94.7
-37.1,-1.1,-95.3
-37.2,-0.7,-95.5
-37.0,-1.0,-95.1
-36.7,-1.6,-94.0
-22.8,-13.4,-79.1
-17.2,-15.0,-78.5
-25.6,-6.4,-88.5
-36.8,-1.2,-94.9
-36.8,-1.2,-94.8
-37.0,-0.7,-95.1
-36.6,-1.3,-94.4
-39.3,-5.4,-89.8
-20.4,-15.7,-77.6
-19.8,-11.8,-80.8
-28.4,-4.0,-90.3
-36.9,-0.9,-94.6
-36.9,-0.8,-94.6
-36.9,-0.7,-94.7
-36.3,-1.2,-93.6
-22.5,-13.0,-79.0
-18.6,-13.3,-79.5
-26.4,-5.4,-88.7
-36.5,-1.0,-94.5
-36.7,-0.8,-94.5
-36.7,-0.7,-94.6
-36.2,-1.3,-93.7
-32.3,-9.6,-83.8
-16.6,-16.2,-76.9
-22.4,-9.0,-84.1
-34.8,-1.9,-93.3
-36.5,-1.0,-94.2
-36.6,-0.9,-94.2
-36.4,-1.0,-94.0
-36.1,-1.3,-93.3
-21.6,-13.8,-78.0
-18.6,-12.6,-79.7
-28.0,-3.9,-89.7
-36.6,-0.7,-94.3
-36.5,-0.5,-94.2
-36.4,-0.6,-94.0
-36.0,-1.0,-93.2
-26.8,-11.4,-80.8
-15.7,-15.6,-77.1
-23.8,-7.4,-85.9
-34.9,-1.6,-93.4
-36.3,-0.6,-94.1
-36.4,-0.4,-94.1
-36.1,-0.7,-93.7
-36.9,-2.4,-91.7
-20.7,-14.3,-77.3
-17.9,-12.9,-79.1
-25.9,-4.8,-88.4
-36.2,-0.4,-94.0
-36.2,-0.5,-93.8
-36.1,-0.4,-93.7
-35.7,-0.9,-92.8
-26.9,-11.0,-80.9
-15.7,-15.8,-76.5
-22.0,-8.3,-83.9
-33.9,-1.5,-92.4
-36.0,-0.6,-93.5
-36.1,-0.2,-93.7
-35.9,-0.5,-93.3
-36.4,-2.0,-91.6
-20.3,-14.2,-76.9
-18.7,-12.0,-79.4
-28.5,-3.2,-89.4
-35.9,-0.7,-93.4
-35.9,-0.6,-93.3
-36.0,-0.3,-93.5
-35.5,-1.0,-92.4
-28.3,-10.5,-80.9
-15.8,-15.8,-76.0
-21.9,-8.5,-83.2
-33.5,-1.5,-91.4
-36.0,-0.5,-93.1
-36.1,-0.3,-93.1
-35.8,-0.6,-92.7
-37.6,-3.4,-89.5
-19.7,-14.9,-76.3
-17.9,-12.2,-78.7
-30.2,-2.4,-89.9
-35.8,-0.1,-93.2
-35.8,-0.1,-93.0
-35.7,-0.1,-92.9
-35.3,-0.7,-92.1
-28.8,-10.1,-80.8
-15.9,-15.7,-75.6
-20.1,-9.6,-81.3
-33.1,-1.4,-90.9
-35.9,-0.3,-92.8
-35.9,-0.1,-92.8
-35.8,-0.3,-92.6
-35.3,-0.7,-91.8
-24.1,-11.6,-78.9
-16.1,-14.1,-76.6
-24.5,-5.2,-86.5
-35.7,-0.1,-92.7
-35.8,-0.1,-92.7
-35.8,0.0,-92.6
-35.3,-0.6,-91.8
-32.0,-8.8,-82.4
-16.5,-15.8,-75.7
-20.3,-9.9,-81.0
-32.5,-1.9,-90.6
-35.8,-0.5,-92.8
-35.9,-0.2,-92.9
-35.8,-0.3,-92.6
-35.4,-0.7,-91.9
-25.4,-11.3,-79.3
-15.3,-15.4,-75.8
-21.4,-8.6,-82.4
-33.3,-1.5,-90.8
-35.9,-0.3,-92.7
-35.9,-0.2,-92.6
-35.7,-0.4,-92.3
-35.4,-0.7,-91.7
-21.1,-12.6,-77.2
-16.4,-14.0,-76.7
-23.4,-6.4,-85.4
-35.3,-0.4,-92.4
-35.7,-0.4,-92.2
-35.9,0.1,-92.5
-35.5,-0.5,-91.8
-34.7,-7.8,-83.9
-16.7,-15.8,-75.2
-20.0,-9.7,-80.6
-30.7,-2.2,-89.5
-35.7,-0.3,-92.3
-35.6,-0.3,-92.0
-35.7,-0.2,-92.1
-35.2,-0.6,-91.3
-27.7,-10.4,-79.7
-15.2,-15.3,-75.2
-22.3,-7.5,-83.5
-34.0,-1.1,-91.1
-35.8,-0.1,-92.0
-35.7,-0.1,-91.9
-35.5,-0.4,-91.4
-37.1,-3.0,-88.5
-19.3,-14.7,-75.3
-17.8,-12.0,-77.7
-26.1,-3.8,-87.0
-35.2,-0.2,-92.0
-35.1,-0.3,-91.7
-35.2,-0.0,-91.8
-34.7,-0.5,-90.9
-27.1,-10.4,-79.4
-14.8,-15.4,-74.9
-21.7,-7.6,-82.9
-34.1,-1.0,-91.2
-35.1,-0.4,-91.4
-35.2,-0.1,-91.5
-35.0,-0.4,-91.1
-36.3,-2.5,-88.7
-18.1,-15.5,-74.8
-17.4,-12.0,-77.4
-26.7,-3.3,-87.0
-35.4,-0.1,-91.4
-35.3,-0.0,-91.2
-35.2,-0.0,-91.0
-34.9,-0.5,-90.3
-21.1,-12.6,-75.8
-16.1,-13.7,-75.6
-23.7,-5.9,-84.4
-34.5,-0.6,-90.9
-35.0,-0.5,-90.6
